"Organism","OrganismId","AntimicrobialId","Antimicrobial","CountryId","CountryName","ISO3","code","year","Source","IsolatesTested","value","CILow","CIHigh"
"Escherichia coli",3,2,"Aminopenicillins",2,"Austria","AUT","AT",2003,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",979,43,40,46
"Escherichia coli",3,2,"Aminopenicillins",2,"Austria","AUT","AT",2004,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1843,48,46,50
"Escherichia coli",3,2,"Aminopenicillins",2,"Austria","AUT","AT",2005,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",2050,50,48,52
"Escherichia coli",3,2,"Aminopenicillins",2,"Austria","AUT","AT",2006,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",2469,55,53,57
"Escherichia coli",3,2,"Aminopenicillins",2,"Austria","AUT","AT",2007,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",2542,55,53,57
"Escherichia coli",3,2,"Aminopenicillins",2,"Austria","AUT","AT",2008,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",2979,52,50,54
"Escherichia coli",3,2,"Aminopenicillins",2,"Austria","AUT","AT",2009,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",2605,51,49,53
"Escherichia coli",3,2,"Aminopenicillins",2,"Austria","AUT","AT",2010,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",2928,52,50,54
"Escherichia coli",3,2,"Aminopenicillins",2,"Austria","AUT","AT",2011,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",3148,51,49,53
"Escherichia coli",3,2,"Aminopenicillins",2,"Austria","AUT","AT",2012,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",3625,51,49,53
"Escherichia coli",3,2,"Aminopenicillins",2,"Austria","AUT","AT",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",4379,52,51,53
"Escherichia coli",3,2,"Aminopenicillins",2,"Austria","AUT","AT",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",4742,50,49,51
"Escherichia coli",3,2,"Aminopenicillins",2,"Austria","AUT","AT",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",4880,50,49,51
"Escherichia coli",3,5,"Carbapenems",2,"Austria","AUT","AT",2001,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",33,0,-1,9
"Escherichia coli",3,5,"Carbapenems",2,"Austria","AUT","AT",2002,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",234,0,0,1
"Escherichia coli",3,5,"Carbapenems",2,"Austria","AUT","AT",2003,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",663,0,0,0
"Escherichia coli",3,5,"Carbapenems",2,"Austria","AUT","AT",2004,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1260,0,0,0
"Escherichia coli",3,5,"Carbapenems",2,"Austria","AUT","AT",2005,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1423,0,0,0
"Escherichia coli",3,5,"Carbapenems",2,"Austria","AUT","AT",2006,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1761,0,0,0
"Escherichia coli",3,5,"Carbapenems",2,"Austria","AUT","AT",2007,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",2063,0,0,0
"Escherichia coli",3,5,"Carbapenems",2,"Austria","AUT","AT",2008,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",2409,0,0,0
"Escherichia coli",3,5,"Carbapenems",2,"Austria","AUT","AT",2009,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",2105,0,0,0
"Escherichia coli",3,5,"Carbapenems",2,"Austria","AUT","AT",2010,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",2465,0,0,0
"Escherichia coli",3,5,"Carbapenems",2,"Austria","AUT","AT",2011,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",2712,0,0,0
"Escherichia coli",3,5,"Carbapenems",2,"Austria","AUT","AT",2012,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",3340,0,0,0
"Escherichia coli",3,5,"Carbapenems",2,"Austria","AUT","AT",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",4257,0,0,0
"Escherichia coli",3,5,"Carbapenems",2,"Austria","AUT","AT",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",4600,0,0,0
"Escherichia coli",3,5,"Carbapenems",2,"Austria","AUT","AT",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",4760,0,0,0
"Escherichia coli",3,6,"Cephalosporins",2,"Austria","AUT","AT",2001,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",257,0,0,1
"Escherichia coli",3,6,"Cephalosporins",2,"Austria","AUT","AT",2002,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",477,1,0,2
"Escherichia coli",3,6,"Cephalosporins",2,"Austria","AUT","AT",2003,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",977,2,1,3
"Escherichia coli",3,6,"Cephalosporins",2,"Austria","AUT","AT",2004,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1856,3,2,4
"Escherichia coli",3,6,"Cephalosporins",2,"Austria","AUT","AT",2005,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",2046,4,3,5
"Escherichia coli",3,6,"Cephalosporins",2,"Austria","AUT","AT",2006,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",2471,7,6,8
"Escherichia coli",3,6,"Cephalosporins",2,"Austria","AUT","AT",2007,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",2525,9,8,10
"Escherichia coli",3,6,"Cephalosporins",2,"Austria","AUT","AT",2008,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",2968,8,7,9
"Escherichia coli",3,6,"Cephalosporins",2,"Austria","AUT","AT",2009,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",2597,8,7,9
"Escherichia coli",3,6,"Cephalosporins",2,"Austria","AUT","AT",2010,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",2922,7,6,8
"Escherichia coli",3,6,"Cephalosporins",2,"Austria","AUT","AT",2011,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",3160,10,9,11
"Escherichia coli",3,6,"Cephalosporins",2,"Austria","AUT","AT",2012,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",3710,9,8,10
"Escherichia coli",3,6,"Cephalosporins",2,"Austria","AUT","AT",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",4376,10,9,11
"Escherichia coli",3,6,"Cephalosporins",2,"Austria","AUT","AT",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",4739,10,9,11
"Escherichia coli",3,6,"Cephalosporins",2,"Austria","AUT","AT",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",4900,10,9,11
"Escherichia coli",3,7,"Fluoroquinolones",2,"Austria","AUT","AT",2001,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",199,7,4,11
"Escherichia coli",3,7,"Fluoroquinolones",2,"Austria","AUT","AT",2002,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",472,11,8,14
"Escherichia coli",3,7,"Fluoroquinolones",2,"Austria","AUT","AT",2003,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",977,14,12,16
"Escherichia coli",3,7,"Fluoroquinolones",2,"Austria","AUT","AT",2004,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1854,17,15,19
"Escherichia coli",3,7,"Fluoroquinolones",2,"Austria","AUT","AT",2005,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",2049,20,18,22
"Escherichia coli",3,7,"Fluoroquinolones",2,"Austria","AUT","AT",2006,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",2463,23,21,25
"Escherichia coli",3,7,"Fluoroquinolones",2,"Austria","AUT","AT",2007,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",2531,26,24,28
"Escherichia coli",3,7,"Fluoroquinolones",2,"Austria","AUT","AT",2008,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",2975,23,22,25
"Escherichia coli",3,7,"Fluoroquinolones",2,"Austria","AUT","AT",2009,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",2616,21,19,23
"Escherichia coli",3,7,"Fluoroquinolones",2,"Austria","AUT","AT",2010,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",2925,21,20,23
"Escherichia coli",3,7,"Fluoroquinolones",2,"Austria","AUT","AT",2011,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",3162,23,22,24
"Escherichia coli",3,7,"Fluoroquinolones",2,"Austria","AUT","AT",2012,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",3610,21,20,22
"Escherichia coli",3,7,"Fluoroquinolones",2,"Austria","AUT","AT",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",4279,23,22,24
"Escherichia coli",3,7,"Fluoroquinolones",2,"Austria","AUT","AT",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",4642,21,20,22
"Escherichia coli",3,7,"Fluoroquinolones",2,"Austria","AUT","AT",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",4808,21,20,22
"Klebsiella pneumoniae",4,4,"Aminoglycosides",2,"Austria","AUT","AT",2005,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",89,5,2,11
"Klebsiella pneumoniae",4,4,"Aminoglycosides",2,"Austria","AUT","AT",2006,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",433,5,3,7
"Klebsiella pneumoniae",4,4,"Aminoglycosides",2,"Austria","AUT","AT",2007,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",445,7,5,10
"Klebsiella pneumoniae",4,4,"Aminoglycosides",2,"Austria","AUT","AT",2008,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",581,8,6,10
"Klebsiella pneumoniae",4,4,"Aminoglycosides",2,"Austria","AUT","AT",2009,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",617,4,3,6
"Klebsiella pneumoniae",4,4,"Aminoglycosides",2,"Austria","AUT","AT",2010,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",719,6,4,8
"Klebsiella pneumoniae",4,4,"Aminoglycosides",2,"Austria","AUT","AT",2011,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",790,8,6,10
"Klebsiella pneumoniae",4,4,"Aminoglycosides",2,"Austria","AUT","AT",2012,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",857,6,5,8
"Klebsiella pneumoniae",4,4,"Aminoglycosides",2,"Austria","AUT","AT",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",865,6,5,8
"Klebsiella pneumoniae",4,4,"Aminoglycosides",2,"Austria","AUT","AT",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",925,7,5,9
"Klebsiella pneumoniae",4,4,"Aminoglycosides",2,"Austria","AUT","AT",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",959,5,4,7
"Klebsiella pneumoniae",4,5,"Carbapenems",2,"Austria","AUT","AT",2005,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",80,0,0,4
"Klebsiella pneumoniae",4,5,"Carbapenems",2,"Austria","AUT","AT",2006,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",269,0,0,1
"Klebsiella pneumoniae",4,5,"Carbapenems",2,"Austria","AUT","AT",2007,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",306,0,0,1
"Klebsiella pneumoniae",4,5,"Carbapenems",2,"Austria","AUT","AT",2008,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",397,0,0,1
"Klebsiella pneumoniae",4,5,"Carbapenems",2,"Austria","AUT","AT",2009,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",463,0,0,1
"Klebsiella pneumoniae",4,5,"Carbapenems",2,"Austria","AUT","AT",2010,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",509,1,0,2
"Klebsiella pneumoniae",4,5,"Carbapenems",2,"Austria","AUT","AT",2011,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",610,0,0,1
"Klebsiella pneumoniae",4,5,"Carbapenems",2,"Austria","AUT","AT",2012,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",738,2,1,3
"Klebsiella pneumoniae",4,5,"Carbapenems",2,"Austria","AUT","AT",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",910,1,0,2
"Klebsiella pneumoniae",4,5,"Carbapenems",2,"Austria","AUT","AT",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",971,1,1,2
"Klebsiella pneumoniae",4,5,"Carbapenems",2,"Austria","AUT","AT",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1022,1,1,2
"Klebsiella pneumoniae",4,6,"Cephalosporins",2,"Austria","AUT","AT",2005,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",88,7,3,14
"Klebsiella pneumoniae",4,6,"Cephalosporins",2,"Austria","AUT","AT",2006,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",431,6,4,9
"Klebsiella pneumoniae",4,6,"Cephalosporins",2,"Austria","AUT","AT",2007,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",440,8,6,11
"Klebsiella pneumoniae",4,6,"Cephalosporins",2,"Austria","AUT","AT",2008,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",579,8,6,10
"Klebsiella pneumoniae",4,6,"Cephalosporins",2,"Austria","AUT","AT",2009,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",615,8,6,10
"Klebsiella pneumoniae",4,6,"Cephalosporins",2,"Austria","AUT","AT",2010,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",720,13,11,16
"Klebsiella pneumoniae",4,6,"Cephalosporins",2,"Austria","AUT","AT",2011,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",795,14,12,17
"Klebsiella pneumoniae",4,6,"Cephalosporins",2,"Austria","AUT","AT",2012,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",859,13,11,15
"Klebsiella pneumoniae",4,6,"Cephalosporins",2,"Austria","AUT","AT",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",941,12,10,14
"Klebsiella pneumoniae",4,6,"Cephalosporins",2,"Austria","AUT","AT",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",996,9,7,11
"Klebsiella pneumoniae",4,6,"Cephalosporins",2,"Austria","AUT","AT",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1050,10,8,12
"Klebsiella pneumoniae",4,7,"Fluoroquinolones",2,"Austria","AUT","AT",2005,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",88,16,9,25
"Klebsiella pneumoniae",4,7,"Fluoroquinolones",2,"Austria","AUT","AT",2006,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",432,10,7,13
"Klebsiella pneumoniae",4,7,"Fluoroquinolones",2,"Austria","AUT","AT",2007,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",445,14,11,17
"Klebsiella pneumoniae",4,7,"Fluoroquinolones",2,"Austria","AUT","AT",2008,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",581,15,12,18
"Klebsiella pneumoniae",4,7,"Fluoroquinolones",2,"Austria","AUT","AT",2009,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",604,10,8,13
"Klebsiella pneumoniae",4,7,"Fluoroquinolones",2,"Austria","AUT","AT",2010,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",720,20,17,23
"Klebsiella pneumoniae",4,7,"Fluoroquinolones",2,"Austria","AUT","AT",2011,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",797,19,16,22
"Klebsiella pneumoniae",4,7,"Fluoroquinolones",2,"Austria","AUT","AT",2012,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",829,17,15,20
"Klebsiella pneumoniae",4,7,"Fluoroquinolones",2,"Austria","AUT","AT",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",925,18,16,21
"Klebsiella pneumoniae",4,7,"Fluoroquinolones",2,"Austria","AUT","AT",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",971,13,11,15
"Klebsiella pneumoniae",4,7,"Fluoroquinolones",2,"Austria","AUT","AT",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1029,16,14,18
"Staphylococcus aureus",5,8,"Oxacillin (MRSA)",2,"Austria","AUT","AT",2000,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",382,18,14,22
"Staphylococcus aureus",5,8,"Oxacillin (MRSA)",2,"Austria","AUT","AT",2001,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",278,8,5,12
"Staphylococcus aureus",5,8,"Oxacillin (MRSA)",2,"Austria","AUT","AT",2002,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",455,12,9,15
"Staphylococcus aureus",5,8,"Oxacillin (MRSA)",2,"Austria","AUT","AT",2003,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",871,15,13,17
"Staphylococcus aureus",5,8,"Oxacillin (MRSA)",2,"Austria","AUT","AT",2004,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1420,14,12,16
"Staphylococcus aureus",5,8,"Oxacillin (MRSA)",2,"Austria","AUT","AT",2005,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1472,14,12,16
"Staphylococcus aureus",5,8,"Oxacillin (MRSA)",2,"Austria","AUT","AT",2006,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1637,9,8,10
"Staphylococcus aureus",5,8,"Oxacillin (MRSA)",2,"Austria","AUT","AT",2007,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1503,11,9,13
"Staphylococcus aureus",5,8,"Oxacillin (MRSA)",2,"Austria","AUT","AT",2008,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1894,8,7,9
"Staphylococcus aureus",5,8,"Oxacillin (MRSA)",2,"Austria","AUT","AT",2009,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1739,6,5,7
"Staphylococcus aureus",5,8,"Oxacillin (MRSA)",2,"Austria","AUT","AT",2010,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1813,7,6,8
"Staphylococcus aureus",5,8,"Oxacillin (MRSA)",2,"Austria","AUT","AT",2011,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1966,7,6,8
"Staphylococcus aureus",5,8,"Oxacillin (MRSA)",2,"Austria","AUT","AT",2012,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",2164,8,7,9
"Staphylococcus aureus",5,8,"Oxacillin (MRSA)",2,"Austria","AUT","AT",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",2534,9,8,10
"Staphylococcus aureus",5,8,"Oxacillin (MRSA)",2,"Austria","AUT","AT",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",2651,8,7,9
"Staphylococcus aureus",5,8,"Oxacillin (MRSA)",2,"Austria","AUT","AT",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",2785,8,7,9
"Streptococcus pneumoniae",6,10,"Macrolides",2,"Austria","AUT","AT",2005,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",263,15,11,20
"Streptococcus pneumoniae",6,10,"Macrolides",2,"Austria","AUT","AT",2006,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",253,13,9,18
"Streptococcus pneumoniae",6,10,"Macrolides",2,"Austria","AUT","AT",2007,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",262,13,9,17
"Streptococcus pneumoniae",6,10,"Macrolides",2,"Austria","AUT","AT",2008,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",350,12,9,16
